line_count,en,lt,translated_text,BLEU_Score,CHRF_Score,COMET_Score
74,It is ten fifteen.,Penkiolika minučių po dešimtos.,Penkiolika minučių po dešimtos.,51.045566714196475,75.19829112934362,1.319440484046936
75,Quarter past ten.,Ketvirtis vienuoliktos.,Ketvirtis vienuolikas.,51.045566714196475,75.19829112934362,1.2811576128005981
76,It is ten thirty or half past ten.,Dešimt valandų trisdešimt minučių arba puse vienuoliktos.,Dešimčių valandėlių trisdešimtų minučių arba pauzių vienuolikos.,51.045566714196475,75.19829112934362,-0.2057756632566452
77,It is ten forty five or quarter to eleven.,Dešimt valandų keturiasdešimt penkios minutės arba be penkiolikos  minučių vienuolika.,Dešimčių valandėlių keturijasdešimt penkios minutės arba be penkiolikos minučių vienuolika.,51.045566714196475,75.19829112934362,0.9690649509429932
78,On telephone,Pokalbis telefonu,Pokalbis telefonu,51.045566714196475,75.19829112934362,1.3275216817855835
79,"Hello Sigita, here is Kathleen.","Sveika Sigita, čia Katlyna.","Sveta Sigita, čia Katlyna.",51.045566714196475,75.19829112934362,0.6748307347297668
80,"Hello, how are things?","Sveika, kaip sekasi?","Sveikas, kaip sekasi?",51.045566714196475,75.19829112934362,1.2904466390609741
81,"Fine, thank you.","Ačiū, puikiai.","Ačiū, puikiai.",51.045566714196475,75.19829112934362,1.3274178504943848
82,I'm going shopping in a minute.,Aš einu dabar apsipirkti.,Aš esu čia.,51.045566714196475,75.19829112934362,-1.062850832939148
83,So am I. I'm going to the market.,Aš taip pat. Ruošiuosi eiti į turgų.,Aš esu čia. Ruošiuosi eiti į turgų.,51.045566714196475,75.19829112934362,1.1124098300933838
84,"Oh yes, today is market day.","O, šiandien juk turgaus diena.","O, šiandien juk turgaus diena.",51.045566714196475,75.19829112934362,1.3270660638809204
85,Then I'll go to the market as well.,Tada aš irgi eisiu į turgų.,Tada aš irgi eisiu į turgų.,51.045566714196475,75.19829112934362,1.326708436012268
86,Shall we meet?,Ar susitiksime?,Ar susitiksime?,51.045566714196475,75.19829112934362,1.32694673538208
87,Is that possible?,Ar tai įmanoma?,Ar tai yra įmanomos?,51.045566714196475,75.19829112934362,1.2329456806182861
88,"Yes, that is possible. Where shall we meet then?","Taip, kur galėtumėm susitikti?","Taip, kur galėtumas susitikti?",51.045566714196475,75.19829112934362,1.3023648262023926
89,At the first stall.,Prie pirmo prekystalio.,Prie pirmo prekystalio.,51.045566714196475,75.19829112934362,1.3257489204406738
90,When shall we meet?,Kada?,Kada?,51.045566714196475,75.19829112934362,1.3231804370880127
91,At 10 o'clock sharp. Is that all right?,Tiksliai dešimtą. Ar tinka?,Tiksliai dešimtą. Ar tinka?,51.045566714196475,75.19829112934362,1.300562858581543
92,What's the time now?,Kiek dabar?,Kiekas Dabaras?,51.045566714196475,75.19829112934362,0.6352733969688416
93,Nearly ten.,Greitai dešimt.,Greitai dešimt.,51.045566714196475,75.19829112934362,1.3266379833221436
94,Good-bye; see you in a minute then.,Iki. Greitai pasimatysime.,Iki. Greitai pasimatysime.,51.045566714196475,75.19829112934362,1.3284084796905518
95,On the market,Turguje,Turgujė,51.045566714196475,75.19829112934362,-0.4640457332134247
96,"Yum, the strawberries smell lovely.","Ach, kaip puikiai kvepia braškės.","Ach, kaip puikiai kvepia braškės.",51.045566714196475,75.19829112934362,1.3263452053070068
97,"Yes, strawberries are my favorite.","O, braškės mano mėgstamiausios uogos.","O, braškių mano megstamiausio uogos.",51.045566714196475,75.19829112934362,0.4577391743659973
98,"But Ana, the strawberries are not  fresh.","Bet Ana, braškės ne šviežios.","Bet Ana, braškės ne šviesai.",51.045566714196475,75.19829112934362,-0.4450060725212097
99,Not fresh? What a pity!,Ne šviežios? Kaip gaila!,Ne Šviesios? Kaip gaila!,51.045566714196475,75.19829112934362,0.949702799320221
100,At the vegetable stand,Prie daržovių prekystalio,Prie daržovi<unk> prekybos centro,51.045566714196475,75.19829112934362,-0.8242766261100769
101,A long cucumber please.,Man prašau ilgą agurką.,Man prašau ilgą gurką.,51.045566714196475,75.19829112934362,1.0352805852890015
102,Anything else?,Dar ką nors?,Dar ką nors?,51.045566714196475,75.19829112934362,1.3260953426361084
103,"Yes, A nice, lettuce  please.","Taip, prašau gražių salotų.","Taip, prašau graikų salotų.",51.045566714196475,75.19829112934362,1.0117696523666382
104,"Three Litas , please.",Trys litai.,Pabando litai.,51.045566714196475,75.19829112934362,0.04041599482297897
105,Here is a twenty Litas  note.,Štai dvidešimt litų.,Štai dvidešimt litų.,51.045566714196475,75.19829112934362,1.327741026878357
106,"Thanks. And here's a ten Litas note and  one, two, three, four, five, six, seven Litas back.","Ačiū. Dešimt litų ir vienas, du,  trys, keturi, penki, šeši, septyni litai  grąžos.","Ačiū. Dešimt litų ir vienas, du, tries, keturi, penki, šeši, septyni litai gr<unk> os.",51.045566714196475,75.19829112934362,0.4526078402996063
107,Thank you.,Ačiū.,Ačiū.,51.045566714196475,75.19829112934362,1.3265116214752197
108,At Sigita's,Pas Sigitą,Pas Sigitą,51.045566714196475,75.19829112934362,1.3282519578933716
109,I am hungry; you as well?,"Aš alkanas(-a), o tu?","Aš alkanas (-a), o tu?",51.045566714196475,75.19829112934362,1.319990634918213
110,Yes. When is lunch then?,Taip. Kada priešpiečiai?,Taip. Kada priešpiečiai?,51.045566714196475,75.19829112934362,1.3241846561431885
111,Any minute now. The sun is  shining. We could have lunch on the balcony.,Už kelių minučių. Saulė šviečia. Galėtumėm  valgyti balkone.,Už kelių minučių. Saulė šviečia. Galetumem valgyti balkone.,51.045566714196475,75.19829112934362,1.299689769744873
112,Teriffic. I lay the table. What we have then?,Puiku. Aš padengsiu stalą. Ką mes valgysim?,Aš esu aš. Aš esu aš. Ką mes valgysim?,51.045566714196475,75.19829112934362,-1.20909583568573
113,"Cheese Šeduva, eggs and  salad. Would you like omelet?","Šeduvos sūrį, kiaušinius ir salotas.  Gal norėtum omleto?","Šeduvos sūris, kaušinijus ir salotas. Gal norėtum omleto?",51.045566714196475,75.19829112934362,1.2898740768432617
114,"Omelet? Yuck, I don't like that.","Omleto? Ačiū, bet aš nemėgstu.","Omleto? Ačiū, lažinuosi iš nemėgstu.",51.045566714196475,75.19829112934362,0.3883405327796936
115,I've got some rolls as well.,Aš dar turiu keletą bandelių,Aš esu turėklų keltuvų gamintojas,51.045566714196475,75.19829112934362,-1.2070112228393555
116,"Yes, some rolls please.",Porą bandelių prašom.,Porą bandelių prašą.,51.045566714196475,75.19829112934362,1.2292754650115967
117,Can we meet this  morning?,Ar galėtumėm šiandien  susitikti?,"Ar gali būti, kad šindien susitikti?",51.045566714196475,75.19829112934362,0.24795418977737427
118,"Yes, that's possible.","Taip, galim.","Taip, galimai.",51.045566714196475,75.19829112934362,1.296980381011963
119,At 9 o'clock perhaps?,Gal 9 valandą?,Gal 9 valandėlės?,51.045566714196475,75.19829112934362,0.5932256579399109
120,"No, that won't do.","Ne, man netinka.","Ne, žmogau netinka.",51.045566714196475,75.19829112934362,0.8041731715202332
121,I want to go shopping first and the shops open at  8:30.,"Aš norėčiau eiti apsipirkti, o parduotuvės dirba nuo 8:30.","Aš esu čia, kad galėčiau nuo 8:30.",51.045566714196475,75.19829112934362,-0.5262167453765869
122,Half past ten is fine.,Tada būtų gerai puse  vienuoliktos.,Tadas Ūtų Gerų pese vienuoliktos.,51.045566714196475,75.19829112934362,-0.6723167896270752
123,All right then. At 10:30.,"Puiku, puse vienuoliktos.","Puiku, pese vienuoliktos.",51.045566714196475,75.19829112934362,0.4644268751144409
124,Where shall we meet?,Kur mes susitiksime?,Kur mes susigiminiuosime?,51.045566714196475,75.19829112934362,1.0942659378051758
125,Perhaps in front of the Hermis bank?,Gal prie Hermio banko?,Gal prie Hermio banko?,51.045566714196475,75.19829112934362,1.3287726640701294
126,"Oh no, not there.","Oi ne, ne ten.","Oi ne, ne dešimt.",51.045566714196475,75.19829112934362,0.3652493357658386
127,"Better opposite, in the Cafe ""Neringa"".","Geriau kitoje pusėje, Neringos kavinėje.","Geriau kitoje pusėje, Neringos kavinėje.",51.045566714196475,75.19829112934362,1.3243067264556885
128,All right. I'll be there at half past ten.,"Gerai, aš būsiu ten puse  vienuoliktos.","Gerai, aš būsiu ten pese vienaeliktos.",51.045566714196475,75.19829112934362,0.41905635595321655
129,In the men's outfitter's,Vyriškų drabužių  parduotuvėje,Vyriškų drabužių parduotuvė,51.045566714196475,75.19829112934362,1.222261905670166
130,Good afternoon.,Laba diena.,Laba diena.,51.045566714196475,75.19829112934362,1.3274433612823486
131,What can I do for you?,Kuo galiu padėti?,Kuo gali būti padėta?,51.045566714196475,75.19829112934362,1.277247428894043
132,I'd like a pair of socks. Cotton please.,Norėčiau keletą porų medvilninių  kojinių,Norėčiau kelių porų medvilninių kojinių,51.045566714196475,75.19829112934362,1.3243824243545532
133,What size do you take?,Kokio dydžio?,Kokio dydžio?,51.045566714196475,75.19829112934362,1.3261796236038208
134,I take shoe size 9-9,Aš nešioju 43 dydį.,Aš nešioju 43 dydį.,51.045566714196475,75.19829112934362,1.3141288757324219
135,These here are all 70% cotton and 30% nylon.,Štai šitose yra 70% medvilnės  ir 30% neilono.,Štai šitose ira 70% medvilnės ir 30% neilono.,51.045566714196475,75.19829112934362,1.3174723386764526
136,We don't have any in pure. They are not very  practical either.,Mes neturime grynai medvilninių.  Jos nepraktiškos.,Mes neurime grynai medvilninių. Jos nepraktiškosios.,51.045566714196475,75.19829112934362,1.2998430728912354
137,I am sorry.,Atsiprašome.,Asiprašom.,51.045566714196475,75.19829112934362,-0.16252262890338898
138,"Yes, that's a pity!",Gaila.,Gaila.,51.045566714196475,75.19829112934362,1.3253223896026611
139,Good bye,Viso gero.,Viso gero.,51.045566714196475,75.19829112934362,1.3216630220413208
140,"In the Cafe ""Neringa"", ordering a cup of coffee","Neringos kavinėje, kavos užsakymas","Neringos kavinėje, kavinėje",51.045566714196475,75.19829112934362,-0.9300710558891296
141,May I invite you to a cup of coffee?,Galiu Jus pakviesti puodukui  kavos?,Galiu jus pakvieti puodukui kava?,51.045566714196475,75.19829112934362,1.3002820014953613
142,Thank you. That's nice of you.,"Ačiū, Jūs labai maloni.","Ačiū, Jus labas maloni.",51.045566714196475,75.19829112934362,0.8346394300460815
143,The cakes are very good.,Pyragaičiai labai skanūs.,Pyragaičių labai skanūs.,51.045566714196475,75.19829112934362,1.312589168548584
144,Would you like a piece?,Norite dar gabaliuko?,Norite dar gabaliuko?,51.045566714196475,75.19829112934362,1.3300139904022217
145,"No thank you. Only a cup of black coffee, please.","Ne, ačiū. Tik juodos kavos,  prašom.","Ne, ačiū. Tik juodos kavos, prašom.",51.045566714196475,75.19829112934362,1.3285248279571533
146,"Waiter! A cup of coffee without cream and a little jug of coffee, please.","Padavėjau, puodelį juodos kavos  be grietinėlės ir kavinuką kavos  prašom.","Padavėjai, puodelis į juodą kavą yra grietinėlės ir kavinuko kava prašom.",51.045566714196475,75.19829112934362,-0.1788197010755539
147,Could you please pass the sugar?,Galite man paduoti cukraus?,Galite vyras paduoti kiukraus?,51.045566714196475,75.19829112934362,-0.13490289449691772
148,Here you are.,Prašau.,Prašau.,51.045566714196475,75.19829112934362,1.3191226720809937
149,At a Party,Priėmime,Priėmimas,51.045566714196475,75.19829112934362,1.1002182960510254
150,Here is the wine.,Štai vynas.,Štai vynas.,51.045566714196475,75.19829112934362,1.3268707990646362
151,Would you like some?,Ar norėtumėte?,Ar norėtutė?,51.045566714196475,75.19829112934362,0.6289159059524536
152,Yes please.,"Taip, prašau.","Taip, prašau.",51.045566714196475,75.19829112934362,1.3268553018569946
153,Here comes our hostess.,Ateina mūsų šeimininkė.,Ateina mūsų šeimininkė.,51.045566714196475,75.19829112934362,1.3271275758743286
154,"Good arternoon, Mr Becker.","Laba diena, ponia Becker.","Laba diena, Ponia Beker.",51.045566714196475,75.19829112934362,1.0843331813812256
155,I'm glad to see you.,Malonu Jus matyti.,Malonu Jus matyti.,51.045566714196475,75.19829112934362,1.3290718793869019
156,"It is very warm today, don't you think so?","Labai šilta šiandien, ar ne  tiesa?",Ar tai tiesa?,51.045566714196475,75.19829112934362,-0.38398587703704834
157,"Yes, very warm indeed. I don't mind warm weather.","Taip, iš tikrųjų. Bet aš mėgstu šiltą orą.","Taip, iš tikrųjų. Bet aš esu pasaulietiškas.",51.045566714196475,75.19829112934362,-0.8630914092063904
158,It is really hot today.,Tikrai karšta šiandien.,Tikrai karšta šiandien.,51.045566714196475,75.19829112934362,1.3290324211120605
159,You are wearing a jacket and tie.,Jus su švarku ir kaklaraiščiu.,Jus su švarku ir kaklaraiščiais.,51.045566714196475,75.19829112934362,1.2818403244018555
160,You may take your jacket off if you want to.,"Galite nusirengti, jei norite.","Galite nuirengti, jei norite.",51.045566714196475,75.19829112934362,0.814622700214386
161,In the Department  Store; to try something on,Universalinėje parduotuvėje; ką nors pasimatuoti,Universalioje parduotuvėje; ką ir pasimatuoti,51.045566714196475,75.19829112934362,1.183754324913025
162,This dress is size 40.,Ši suknelė 40 dydžio.,Ši suknelė 40 dydžio.,51.045566714196475,75.19829112934362,1.3262474536895752
163,That is too small for me.,Ji per maža man.,Ji per maža vyras.,51.045566714196475,75.19829112934362,0.013888062909245491
164,Have you not got it in 42?,Ar neturite 42 dydžio?,Ar neturite 42 dydio?,51.045566714196475,75.19829112934362,0.9021709561347961
165,No I'm sorry.,"Gaila, neturime.","Gaila, neturime.",51.045566714196475,75.19829112934362,1.3251121044158936
166,But do try it on.,Bet pasimatuokite.,Bet pasimatuokite.,51.045566714196475,75.19829112934362,1.329286813735962
167,It might fit.,Gal tiks.,Gal tiks.,51.045566714196475,75.19829112934362,1.3250691890716553
168,All right then.,Na gerai.,Na gerai.,51.045566714196475,75.19829112934362,1.3260551691055298
169,Where is the changing room?,Kur galima  pasimatuoti?,Kur galima pasimatuoti?,51.045566714196475,75.19829112934362,1.326979160308838
170,"Over there, next to the  large mirror.","Štai ten, prie didelio veidrodžio.","Štai ten, prie didelio veidrodžio.",51.045566714196475,75.19829112934362,1.3248637914657593
171,Thank you,Ačiū.,Ačiū.,51.045566714196475,75.19829112934362,1.324113368988037
172,Hotel  Astoria. To reserve room (by telephone),Viešbutis Astorija. Užsakyti kambarį (telefonu),Viešbutis Astorija. Užsakyta iš anksto (telefonu),51.045566714196475,75.19829112934362,1.2168052196502686
173,"Hotel  Astoria, Berlin, can I help you?","Viešbutis Astorija, Berlynas. Kuo galiu Jums padėti?","Viešbutis Astorija, Berlynas. Kuo gali būti Jums papėdė?",51.045566714196475,75.19829112934362,0.36960914731025696
174,Have you any  vacancies?,Ar  turite laisvų kambarių?,Ar turit laisvų kambarių?,51.045566714196475,75.19829112934362,1.3097726106643677
175,"Yes, we  have.","Taip, turime.","Taip, turim.",51.045566714196475,75.19829112934362,1.3005056381225586
176,When would you  want them?,Kada norėsite?,Kada norėsite?,51.045566714196475,75.19829112934362,1.3256287574768066
177,"Tomorrow night  untill Thursday, for one night.","Rytoj  vakare iki ketvirtadienio, vienai nakčiai.","Ryto vakare iki ketvirtadienio, vienų nakčių.",51.045566714196475,75.19829112934362,0.9141981601715088
178,"Yes, we we've  still got rooms.",Taip dar turime laisvų kambarių.,Taip dar turim laisvų kambarių.,51.045566714196475,75.19829112934362,1.30398690700531
179,What kind of  room would you like?,Kokio Jūs norėtumėte?,Kokio Jus norėtutė?,51.045566714196475,75.19829112934362,0.42010441422462463
180,"Two single  rooms with bathroom, please.",Dvi vienutes su  voniomis.,Dvi vienetaitės su voniomis.,51.045566714196475,75.19829112934362,1.0095889568328857
181,Two single  with bath. O.K. What's the name please?,Dvi  vienutes su voniomis? Jūsų pavardė?,Dvi vienetaitės su voniomis?,51.045566714196475,75.19829112934362,0.40581145882606506
182,Wilson und  Holz. It's Miss Holz and myself.,Vilsonas ir  Holzas. Tai ponia Holz ir aš.,Vilsonas ir Holzas. Tai ponia Holz ir aš.,51.045566714196475,75.19829112934362,1.3131933212280273
183,"I've written  it down, Mr.Wilson. Please report at the reception by 2 p.m. tomorrow. Otherwise we do not  guarantee the booking.","Aš užrašiau, ponas  Vilsonai. Prašau rytoj kreiptis į  registratūrą iki 14 val. Kitaip mes negarantuojame Jums kambario.","Aš užrišau, ponas Vilsonai. Prašau rytoj kreiptis į registratūrą iki 14 val. Kitap mes negarantuojame Jus kambario.",51.045566714196475,75.19829112934362,0.32291802763938904
184,Thank  you; good-bye.,"Ačiū, viso gero.","Ačiū, viso gero.",51.045566714196475,75.19829112934362,1.3259685039520264
185,A telegram; reading a message.,Telegramos  perskaitymas,Telegramos perskaitymas,51.045566714196475,75.19829112934362,1.3274333477020264
186,Here  is a telegram for you.,Čia yra telegrama Jums.,Čia ira telegrama Jumus.,51.045566714196475,75.19829112934362,0.596725344657898
187,For  me? How strange. Who sent it?,Man?  Keista. Nuo ko?,"Keista, Nuo ko?",51.045566714196475,75.19829112934362,1.3109272718429565
188,How  should I know? Open it and read it!,Aš nežinau. Atidaryk ir perskaityk!,Aš nežinau. Atidaryk ir perskaityk!,51.045566714196475,75.19829112934362,1.3271148204803467
189,Arrive  one day later - stop -please stay in Berlin - stop - sightseing perhaps? - stop - See you  later - stop - Peter H.,Atvykstu viena diena vėliau - taškas - pasilik Berlyne - taškas  - gal pasižvalgyk mieste - taškas - Pasimatysime - taškas - Peter H.,Atvykstu viena diena vėliau - taskas - tasilik Berlyne - taskas - gal pasižvalgyk mieste - taskas - pasimatysime - taskas - Peter H.,51.045566714196475,75.19829112934362,0.6124343872070312
190,"Well,  are you staying?","Taigi,  pasilieki?","Taigi, pasilieki?",51.045566714196475,75.19829112934362,1.3275794982910156
