range,en,lt,translated_text,BLEU_Score,CHRF_Score,COMET_Score
18-33,The bathroom is next door.,Vonia yra šalia kambario.,Vonios kambarys yra šalia.,23.217024112151968,51.113854292960305,1.1817799806594849
18-33,Would you like to take a  shower?,Ar norite išsimaudyti?,Ar norėtumėte išsimaudyti duše?,23.217024112151968,51.113854292960305,1.2216031551361084
18-33,Yes please.,"Taip, būtų gerai.",Prašau.,23.217024112151968,51.113854292960305,-1.143911361694336
18-33,Here is the soap and a bath towel.,Štai muilas ir vonios rankšluostis.,Čia yra muilas ir vonios rankšluostis.,23.217024112151968,51.113854292960305,1.1849656105041504
18-33,Thank you. The bath towel is large and soft. Terrific!,Ačiū. Rankšluostis didelis ir minkštas.  Nuostabu!,Ačiū. Vonios rankšluostis yra didelis ir minkštas. Puikus!,23.217024112151968,51.113854292960305,1.2883225679397583
34-53,In the hotel at reception,Viešbučio registratūroje,Viešbutyje registratūroje,23.217024112151968,51.113854292960305,1.2943673133850098
34-53,I do not like my room.,"Atsiprašau, bet aš nepatenkintas kambariu.",Man nepatinka mano kambarys.,23.217024112151968,51.113854292960305,-0.0378958024084568
34-53,What is the matter then?,O kas negerai?,Kas tada yra?,23.217024112151968,51.113854292960305,0.13787978887557983
34-53,I cannot sleep.,Negaliu miegoti.,Negaliu užmigti.,23.217024112151968,51.113854292960305,0.9198782444000244
34-53,I hear the street noise.,Girdėti triukšmas gatvėje.,Girdžiu gatvės triukšmą.,23.217024112151968,51.113854292960305,1.2756434679031372
34-53,Where is your room?,Kur yra Jūsų kambarys?,Kur tavo kambarys?,23.217024112151968,51.113854292960305,1.3162868022918701
34-53,On the first floor.,Pirmajame aukšte.,Pirmame aukšte.,23.217024112151968,51.113854292960305,1.3070027828216553
34-53,My room number is seven.,Mano kambarys septintas.,Kambarių skaičius – 7.,23.217024112151968,51.113854292960305,-0.07227357476949692
34-53,Would you like a room on the fifth  floor?,Ar norite kambario penktame aukšte?,Ar norėtumėte kambario penktame aukšte?,23.217024112151968,51.113854292960305,1.3132872581481934
34-53,"Yes, please.","Taip, būtų gerai.","Taip, prašau.",23.217024112151968,51.113854292960305,0.3407157361507416
34-53,In the morning,Ryte,Ryte,23.217024112151968,51.113854292960305,1.3258907794952393
34-53,"Good morning, did you sleep well?",Labas rytas. Ar gerai miegojote?,"Labas rytas, ar gerai išsimiegojai?",23.217024112151968,51.113854292960305,1.2734216451644897
34-53,"Yes, thank you.","Taip, ačiū.","Taip, ačiū.",23.217024112151968,51.113854292960305,1.3301992416381836
34-53,"The weather is fine now, isn't it?","Puikus oras, ar ne?","Dabar oras geras, ar ne?",23.217024112151968,51.113854292960305,1.15080988407135
34-53,The rain has stopped.,Nustojo lyti.,Lietus liovėsi.,23.217024112151968,51.113854292960305,-0.305334210395813
34-53,"Yes, it's a fine day.","Taip, puiki diena.","Taip, tai puiki diena.",23.217024112151968,51.113854292960305,1.3213791847229004
34-53,It's quite hot already.,Jau gana šilta.,Jau gana karšta.,23.217024112151968,51.113854292960305,0.7469967007637024
34-53,"What's the time, please?",Kiek dabar laiko?,"Koks laikas, prašau?",23.217024112151968,51.113854292960305,0.13627396523952484
34-53,Just a moment.,Tuoj pažiūrėsiu.,Tik akimirką.,23.217024112151968,51.113854292960305,-0.7640963792800903
34-53,Nearly ten o'clock!,Tuoj dešimt!,Beveik dešimtą valandą!,23.217024112151968,51.113854292960305,-0.2783564031124115
54-71,The Breakfast,Pusryčiai,Pusryčiai,23.217024112151968,51.113854292960305,1.3281445503234863
54-71,"Good morning, how are you?","Labas rytas, kaip miegojote?","Labas rytas, kaip sekasi?",23.217024112151968,51.113854292960305,0.8974669575691223
54-71,"Good morning, what's there for  breakfast?",Labas rytas. Ką turite pusryčiams?,"Labas rytas, o ką pusryčiams?",23.217024112151968,51.113854292960305,1.1276668310165405
54-71,"We have fresh  rolls: rolls with seeds or soft rolls with butter, honey or jam.","Turime šviežių bandelių: bandelių su aguonomis arba  minkštų bandelių su sviestu, medumi ar uogiene.","Turime šviežių ritinių: ritinių su sėklomis arba minkštų ritinių su sviestu, medumi ar uogiene.",23.217024112151968,51.113854292960305,1.0971986055374146
54-71,"Yumm, that smells good.","Hm, kvepia puikiai","Yumm, tai kvepia gerai.",23.217024112151968,51.113854292960305,1.1956838369369507
54-71,I'd like two rolls,Norėčiau dviejų,Norėčiau dviejų ritinių,23.217024112151968,51.113854292960305,1.1200952529907227
54-71,One roll with seeds and a soft roll with butter and honey,Vieną bandelę su aguonomis ir vieną minkštą su sviestu  ir medumi,Vienas ritinys su sėklomis ir minkštas ritinys su sviestu ir medumi,23.217024112151968,51.113854292960305,0.6021372675895691
54-71,I would also like a glass of orange juice and a cup of coffee  please,Taip pat norėčiau stiklinę apelsinų sulčių ir puodelį  kavos.,Taip pat norėčiau stiklinės apelsinų sulčių ir puodelio kavos.,23.217024112151968,51.113854292960305,1.3172928094863892
54-71,Another coffee?,Dar kavos?,Dar kavos?,23.217024112151968,51.113854292960305,1.3294509649276733
54-71,Yes please,"Taip, ačiū","Taip, prašau",23.217024112151968,51.113854292960305,1.1981542110443115
54-71,The waitress smiles,Padavėjas šypsosi,Padavėja šypsosi,23.217024112151968,51.113854292960305,1.3109428882598877
54-71,Where do you live then?,Kur Jūs gyvenate?,Kur tu gyveni?,23.217024112151968,51.113854292960305,1.2556318044662476
54-71,I live in Toronto,Aš gyvenu Toronte,Gyvenu Toronte,23.217024112151968,51.113854292960305,1.295837640762329
54-71,Is this your's first visit to Vilnius?,Ar Jūs pirmą kartą Vilniuje?,Ar tai pirmasis Jūsų vizitas Vilniuje?,23.217024112151968,51.113854292960305,1.266188621520996
54-71,"Yes, I like Vilnius","Taip, man patinka Vilnius","Taip, man patinka Vilnius",23.217024112151968,51.113854292960305,1.328681468963623
54-71,Do you understand my Lithuanian?,Ar Jūs mane suprantate?,Ar suprantate mano lietuvybę?,23.217024112151968,51.113854292960305,0.44272929430007935
54-71,"Yes, your Lithuanian is good","Taip, Jūs puikiai kalbate lietuviškai.","Taip, tavo lietuvis yra geras",23.217024112151968,51.113854292960305,-0.45544347167015076
54-71,"I can understand a lot, but please speak slowly","Taip, aš daug suprantu, bet kalbėkite lėčiau prašom","Aš galiu daug ką suprasti, bet prašau kalbėti lėtai.",23.217024112151968,51.113854292960305,0.9968846440315247
72-77,The Clock.,Laikrodis,Laikrodis.,23.217024112151968,51.113854292960305,1.3200957775115967
72-77,It is ten o'clock.,Dabar dešimt valandų.,Jau dešimta valanda.,23.217024112151968,51.113854292960305,-0.2999138832092285
72-77,It is ten fifteen.,Penkiolika minučių po dešimtos.,Tai yra dešimt penkiolika.,23.217024112151968,51.113854292960305,-0.8668511509895325
72-77,Quarter past ten.,Ketvirtis vienuoliktos.,Ketvirtis dešimto.,23.217024112151968,51.113854292960305,-0.6163313984870911
72-77,It is ten thirty or half past ten.,Dešimt valandų trisdešimt minučių arba puse vienuoliktos.,Dešimt ar dešimt dešimt.,23.217024112151968,51.113854292960305,-1.1579396724700928
72-77,It is ten forty five or quarter to eleven.,Dešimt valandų keturiasdešimt penkios minutės arba be penkiolikos  minučių vienuolika.,Tai yra dešimt keturiasdešimt penki ar ketvirtadalis vienuolika.,23.217024112151968,51.113854292960305,-0.2766224145889282
78-94,On telephone,Pokalbis telefonu,Telefonu,23.217024112151968,51.113854292960305,-0.45187193155288696
78-94,"Hello Sigita, here is Kathleen.","Sveika Sigita, čia Katlyna.","Sveiki, Sigita, čia yra Kathleen.",23.217024112151968,51.113854292960305,1.0513840913772583
78-94,"Hello, how are things?","Sveika, kaip sekasi?","Sveiki, kaip viskas vyksta?",23.217024112151968,51.113854292960305,0.8798719048500061
78-94,"Fine, thank you.","Ačiū, puikiai.","Gerai, ačiū.",23.217024112151968,51.113854292960305,1.2203893661499023
78-94,I'm going shopping in a minute.,Aš einu dabar apsipirkti.,Aš einu apsipirkti per minutę.,23.217024112151968,51.113854292960305,0.7363050580024719
78-94,So am I. I'm going to the market.,Aš taip pat. Ruošiuosi eiti į turgų.,Aš irgi. Aš einu į turgų.,23.217024112151968,51.113854292960305,0.8462029695510864
78-94,"Oh yes, today is market day.","O, šiandien juk turgaus diena.","Taip, šiandien yra rinkos diena.",23.217024112151968,51.113854292960305,0.3592178225517273
78-94,Then I'll go to the market as well.,Tada aš irgi eisiu į turgų.,Tada aš taip pat eisiu į rinką.,23.217024112151968,51.113854292960305,0.8571873307228088
78-94,Shall we meet?,Ar susitiksime?,Ar susitiksime?,23.217024112151968,51.113854292960305,1.32694673538208
78-94,Is that possible?,Ar tai įmanoma?,Ar tai įmanoma?,23.217024112151968,51.113854292960305,1.3294453620910645
78-94,"Yes, that is possible. Where shall we meet then?","Taip, kur galėtumėm susitikti?","Taip, tai įmanoma.",23.217024112151968,51.113854292960305,-0.6719698905944824
78-94,At the first stall.,Prie pirmo prekystalio.,Pirmoje stotelėje.,23.217024112151968,51.113854292960305,-0.725106954574585
78-94,When shall we meet?,Kada?,Kada mes susitiksime?,23.217024112151968,51.113854292960305,0.5338118672370911
78-94,At 10 o'clock sharp. Is that all right?,Tiksliai dešimtą. Ar tinka?,10 valandą smailiai.,23.217024112151968,51.113854292960305,-1.1462452411651611
78-94,What's the time now?,Kiek dabar?,Koks dabar laikas?,23.217024112151968,51.113854292960305,0.9056972861289978
78-94,Nearly ten.,Greitai dešimt.,Beveik dešimt.,23.217024112151968,51.113854292960305,0.7924835681915283
78-94,Good-bye; see you in a minute then.,Iki. Greitai pasimatysime.,"Sudie, iki pasimatymo.",23.217024112151968,51.113854292960305,-0.048138514161109924
95-107,On the market,Turguje,Rinkoje,23.217024112151968,51.113854292960305,-0.9889200329780579
95-107,"Yum, the strawberries smell lovely.","Ach, kaip puikiai kvepia braškės.","Yum, braškės kvepia nuostabiai.",23.217024112151968,51.113854292960305,1.2319716215133667
95-107,"Yes, strawberries are my favorite.","O, braškės mano mėgstamiausios uogos.","Taip, braškės yra mano mėgstamiausios.",23.217024112151968,51.113854292960305,1.2799147367477417
95-107,"But Ana, the strawberries are not  fresh.","Bet Ana, braškės ne šviežios.","Bet Ana, braškės nėra šviežios.",23.217024112151968,51.113854292960305,1.3204902410507202
95-107,Not fresh? What a pity!,Ne šviežios? Kaip gaila!,Ne šviežia? Kaip gaila!,23.217024112151968,51.113854292960305,1.269293189048767
95-107,At the vegetable stand,Prie daržovių prekystalio,Prie daržovių stovo,23.217024112151968,51.113854292960305,0.9359840750694275
95-107,A long cucumber please.,Man prašau ilgą agurką.,Ilgą agurką prašau.,23.217024112151968,51.113854292960305,1.3108127117156982
95-107,Anything else?,Dar ką nors?,Dar kas nors?,23.217024112151968,51.113854292960305,1.2579102516174316
95-107,"Yes, A nice, lettuce  please.","Taip, prašau gražių salotų.","Taip, miela salota.",23.217024112151968,51.113854292960305,-0.585827112197876
95-107,"Three Litas , please.",Trys litai.,"Trys litai, prašau.",23.217024112151968,51.113854292960305,-0.20813560485839844
95-107,Here is a twenty Litas  note.,Štai dvidešimt litų.,Štai ir dvidešimt litų banknotas.,23.217024112151968,51.113854292960305,0.9820337891578674
95-107,"Thanks. And here's a ten Litas note and  one, two, three, four, five, six, seven Litas back.","Ačiū. Dešimt litų ir vienas, du,  trys, keturi, penki, šeši, septyni litai  grąžos.","Ir štai 10 litų banknotas ir vienas, du, trys, keturi, penki, šeši, septyni litai atgal.",23.217024112151968,51.113854292960305,0.2925901710987091
95-107,Thank you.,Ačiū.,Ačiū.,23.217024112151968,51.113854292960305,1.3265116214752197
108-128,At Sigita's,Pas Sigitą,Sigitos,23.217024112151968,51.113854292960305,-0.4534079432487488
108-128,I am hungry; you as well?,"Aš alkanas(-a), o tu?","Aš alkanas, tu irgi.",23.217024112151968,51.113854292960305,0.9977846741676331
108-128,Yes. When is lunch then?,Taip. Kada priešpiečiai?,Kada pietaujama?,23.217024112151968,51.113854292960305,0.20126616954803467
108-128,Any minute now. The sun is  shining. We could have lunch on the balcony.,Už kelių minučių. Saulė šviečia. Galėtumėm  valgyti balkone.,Bet kurią minutę. Saulė šviečia. Galėtume papietauti balkone.,23.217024112151968,51.113854292960305,1.0973796844482422
108-128,Teriffic. I lay the table. What we have then?,Puiku. Aš padengsiu stalą. Ką mes valgysim?,"Terifiskai, aš padedu stalą.",23.217024112151968,51.113854292960305,-1.133915662765503
108-128,"Cheese Šeduva, eggs and  salad. Would you like omelet?","Šeduvos sūrį, kiaušinius ir salotas.  Gal norėtum omleto?","Sūris Šeduva, kiaušiniai ir salotos. Ar norėtumėte omleto?",23.217024112151968,51.113854292960305,1.2595806121826172
108-128,"Omelet? Yuck, I don't like that.","Omleto? Ačiū, bet aš nemėgstu.","Omletas, man tai nepatinka.",23.217024112151968,51.113854292960305,0.25081294775009155
108-128,I've got some rolls as well.,Aš dar turiu keletą bandelių,Aš taip pat turiu keletą ritinių.,23.217024112151968,51.113854292960305,0.4376775324344635
108-128,"Yes, some rolls please.",Porą bandelių prašom.,"Taip, kai kurie ritinėliai prašom.",23.217024112151968,51.113854292960305,-0.7165549993515015
108-128,Can we meet this  morning?,Ar galėtumėm šiandien  susitikti?,Ar galėtume susitikti šį rytą?,23.217024112151968,51.113854292960305,1.3009403944015503
108-128,"Yes, that's possible.","Taip, galim.","Taip, tai įmanoma.",23.217024112151968,51.113854292960305,1.3062700033187866
108-128,At 9 o'clock perhaps?,Gal 9 valandą?,Gal devintą valandą?,23.217024112151968,51.113854292960305,0.6733747720718384
108-128,"No, that won't do.","Ne, man netinka.","Ne, to nebus.",23.217024112151968,51.113854292960305,0.6718394160270691
108-128,I want to go shopping first and the shops open at  8:30.,"Aš norėčiau eiti apsipirkti, o parduotuvės dirba nuo 8:30.","Pirmiausiai noriu apsipirkti, o parduotuvės atsidaro 8:30.",23.217024112151968,51.113854292960305,1.0340023040771484
108-128,Half past ten is fine.,Tada būtų gerai puse  vienuoliktos.,Pusė dešimtuko yra gerai.,23.217024112151968,51.113854292960305,-0.16103166341781616
108-128,All right then. At 10:30.,"Puiku, puse vienuoliktos.","Gerai, 10:30.",23.217024112151968,51.113854292960305,-1.261070966720581
108-128,Where shall we meet?,Kur mes susitiksime?,Kur mes susitiksime?,23.217024112151968,51.113854292960305,1.3283393383026123
108-128,Perhaps in front of the Hermis bank?,Gal prie Hermio banko?,Gal prie Hermio banko?,23.217024112151968,51.113854292960305,1.3287726640701294
108-128,"Oh no, not there.","Oi ne, ne ten.","Ne, ne ten.",23.217024112151968,51.113854292960305,1.1746587753295898
108-128,"Better opposite, in the Cafe ""Neringa"".","Geriau kitoje pusėje, Neringos kavinėje.","Geriau priešingai, kavinėje ""Neringa"".",23.217024112151968,51.113854292960305,0.8279436230659485
108-128,All right. I'll be there at half past ten.,"Gerai, aš būsiu ten puse  vienuoliktos.","Gerai, būsiu ten pusę dešimt.",23.217024112151968,51.113854292960305,0.48707568645477295
129-139,In the men's outfitter's,Vyriškų drabužių  parduotuvėje,Vyrų apranga,23.217024112151968,51.113854292960305,-0.5182758569717407
129-139,Good afternoon.,Laba diena.,Laba diena.,23.217024112151968,51.113854292960305,1.3274433612823486
129-139,What can I do for you?,Kuo galiu padėti?,Kuo galiu padėti?,23.217024112151968,51.113854292960305,1.327458381652832
129-139,I'd like a pair of socks. Cotton please.,Norėčiau keletą porų medvilninių  kojinių,Norėčiau poros kojinių.,23.217024112151968,51.113854292960305,-0.1349390745162964
129-139,What size do you take?,Kokio dydžio?,Kokio dydžio jūs vartojate?,23.217024112151968,51.113854292960305,0.4087443947792053
129-139,I take shoe size 9-9,Aš nešioju 43 dydį.,Batų dydis 9-9,23.217024112151968,51.113854292960305,-1.2398982048034668
129-139,These here are all 70% cotton and 30% nylon.,Štai šitose yra 70% medvilnės  ir 30% neilono.,Tai yra 70% medvilnės ir 30% nailono.,23.217024112151968,51.113854292960305,1.113810420036316
129-139,We don't have any in pure. They are not very  practical either.,Mes neturime grynai medvilninių.  Jos nepraktiškos.,Mes neturime nieko gryno. Jie taip pat nėra labai praktiški.,23.217024112151968,51.113854292960305,0.4840027689933777
129-139,I am sorry.,Atsiprašome.,Atleiskit.,23.217024112151968,51.113854292960305,-0.6391340494155884
129-139,"Yes, that's a pity!",Gaila.,"Taip, tai gaila!",23.217024112151968,51.113854292960305,0.1980474591255188
129-139,Good bye,Viso gero.,Viso gero,23.217024112151968,51.113854292960305,1.280155062675476
140-148,"In the Cafe ""Neringa"", ordering a cup of coffee","Neringos kavinėje, kavos užsakymas","Kavinėje ""Neringa"", užsakant puodelį kavos",23.217024112151968,51.113854292960305,0.8023118376731873
140-148,May I invite you to a cup of coffee?,Galiu Jus pakviesti puodukui  kavos?,Ar galiu pakviesti jus į puodelį kavos?,23.217024112151968,51.113854292960305,1.1691970825195312
140-148,Thank you. That's nice of you.,"Ačiū, Jūs labai maloni.","Ačiū, tai malonu iš jūsų pusės.",23.217024112151968,51.113854292960305,0.513746976852417
140-148,The cakes are very good.,Pyragaičiai labai skanūs.,Pyragai yra labai geri.,23.217024112151968,51.113854292960305,1.2995516061782837
140-148,Would you like a piece?,Norite dar gabaliuko?,Ar norėtumėte gabalo?,23.217024112151968,51.113854292960305,0.6784101128578186
140-148,"No thank you. Only a cup of black coffee, please.","Ne, ačiū. Tik juodos kavos,  prašom.","Ne, ačiū, tik puodelį juodos kavos.",23.217024112151968,51.113854292960305,1.2950483560562134
140-148,"Waiter! A cup of coffee without cream and a little jug of coffee, please.","Padavėjau, puodelį juodos kavos  be grietinėlės ir kavinuką kavos  prašom.","Padavėjau, kavos puodelis be grietinėlės ir truputis kavos.",23.217024112151968,51.113854292960305,0.10440175980329514
140-148,Could you please pass the sugar?,Galite man paduoti cukraus?,Ar galėtumėte atsisakyti cukraus?,23.217024112151968,51.113854292960305,0.6558225154876709
140-148,Here you are.,Prašau.,Štai kur tu.,23.217024112151968,51.113854292960305,-1.4675886631011963
149-160,At a Party,Priėmime,Vakarėlyje,23.217024112151968,51.113854292960305,-0.8484045267105103
149-160,Here is the wine.,Štai vynas.,Štai ir vynas.,23.217024112151968,51.113854292960305,0.8478592038154602
149-160,Would you like some?,Ar norėtumėte?,Ar norėtum?,23.217024112151968,51.113854292960305,1.2476441860198975
149-160,Yes please.,"Taip, prašau.",Prašau.,23.217024112151968,51.113854292960305,0.4631783962249756
149-160,Here comes our hostess.,Ateina mūsų šeimininkė.,Štai ir mūsų šeimininkė.,23.217024112151968,51.113854292960305,0.5722734332084656
149-160,"Good arternoon, Mr Becker.","Laba diena, ponia Becker.","Geras arternoon, pone Bekeri.",23.217024112151968,51.113854292960305,-1.3149833679199219
149-160,I'm glad to see you.,Malonu Jus matyti.,Džiaugiuosi tave matydamas.,23.217024112151968,51.113854292960305,1.204404592514038
149-160,"It is very warm today, don't you think so?","Labai šilta šiandien, ar ne  tiesa?","Šiandien labai karšta, ar ne?",23.217024112151968,51.113854292960305,1.2013943195343018
149-160,"Yes, very warm indeed. I don't mind warm weather.","Taip, iš tikrųjų. Bet aš mėgstu šiltą orą.","Taip, tikrai labai šilta.",23.217024112151968,51.113854292960305,0.4411320686340332
149-160,It is really hot today.,Tikrai karšta šiandien.,Šiandien tikrai karšta.,23.217024112151968,51.113854292960305,1.319771409034729
149-160,You are wearing a jacket and tie.,Jus su švarku ir kaklaraiščiu.,Jūs dėvite striukę ir kaklaraištį.,23.217024112151968,51.113854292960305,0.633333146572113
149-160,You may take your jacket off if you want to.,"Galite nusirengti, jei norite.","Jei norite, galite nusivilkti striukę.",23.217024112151968,51.113854292960305,0.6538105607032776
161-171,In the Department  Store; to try something on,Universalinėje parduotuvėje; ką nors pasimatuoti,Parduotuvėje; išbandyti ką nors,23.217024112151968,51.113854292960305,0.8011940121650696
161-171,This dress is size 40.,Ši suknelė 40 dydžio.,Suknelė yra 40 dydžio.,23.217024112151968,51.113854292960305,1.2226861715316772
161-171,That is too small for me.,Ji per maža man.,Man tai per maža.,23.217024112151968,51.113854292960305,1.0975600481033325
161-171,Have you not got it in 42?,Ar neturite 42 dydžio?,Ar jūs neturite 42?,23.217024112151968,51.113854292960305,0.47846686840057373
161-171,No I'm sorry.,"Gaila, neturime.","Ne, atleisk.",23.217024112151968,51.113854292960305,-0.920963704586029
161-171,But do try it on.,Bet pasimatuokite.,Bet pabandykite.,23.217024112151968,51.113854292960305,1.2013537883758545
161-171,It might fit.,Gal tiks.,Gali tikti.,23.217024112151968,51.113854292960305,1.0331218242645264
161-171,All right then.,Na gerai.,Gerai tada.,23.217024112151968,51.113854292960305,0.5896934270858765
161-171,Where is the changing room?,Kur galima  pasimatuoti?,Kur yra persirengimo kambarys?,23.217024112151968,51.113854292960305,-0.3103100061416626
161-171,"Over there, next to the  large mirror.","Štai ten, prie didelio veidrodžio.","Ten, šalia didelio veidrodžio.",23.217024112151968,51.113854292960305,1.2532058954238892
161-171,Thank you,Ačiū.,Ačiū,23.217024112151968,51.113854292960305,1.3067917823791504
172-184,Hotel  Astoria. To reserve room (by telephone),Viešbutis Astorija. Užsakyti kambarį (telefonu),Viešbutis Astoria. Rezervuoti kambarį (telefonu),23.217024112151968,51.113854292960305,1.3026635646820068
172-184,"Hotel  Astoria, Berlin, can I help you?","Viešbutis Astorija, Berlynas. Kuo galiu Jums padėti?","Hotel Astoria, Berlin, kuo galiu padėti?",23.217024112151968,51.113854292960305,0.5218270421028137
172-184,Have you any  vacancies?,Ar  turite laisvų kambarių?,Ar turite laisvų darbo vietų?,23.217024112151968,51.113854292960305,1.1712558269500732
172-184,"Yes, we  have.","Taip, turime.","Taip, turime.",23.217024112151968,51.113854292960305,1.3263776302337646
172-184,When would you  want them?,Kada norėsite?,Kada jų norėtumėte?,23.217024112151968,51.113854292960305,1.0505613088607788
172-184,"Tomorrow night  untill Thursday, for one night.","Rytoj  vakare iki ketvirtadienio, vienai nakčiai.","Rytoj naktį iki ketvirtadienio, vienai nakčiai.",23.217024112151968,51.113854292960305,1.2659921646118164
172-184,"Yes, we we've  still got rooms.",Taip dar turime laisvų kambarių.,"Taip, mes vis dar turime kambarius.",23.217024112151968,51.113854292960305,0.40850478410720825
172-184,What kind of  room would you like?,Kokio Jūs norėtumėte?,Kokio kambario norėtumėte?,23.217024112151968,51.113854292960305,0.8542691469192505
172-184,"Two single  rooms with bathroom, please.",Dvi vienutes su  voniomis.,Du vienviečiai kambariai su vonios kambariu.,23.217024112151968,51.113854292960305,-0.2871122360229492
172-184,Two single  with bath. O.K. What's the name please?,Dvi  vienutes su voniomis? Jūsų pavardė?,Du viensėdžiai su vonia.,23.217024112151968,51.113854292960305,-0.2584196627140045
172-184,Wilson und  Holz. It's Miss Holz and myself.,Vilsonas ir  Holzas. Tai ponia Holz ir aš.,"Vilsonas ir Holcas, čia panelė Holz ir aš.",23.217024112151968,51.113854292960305,1.0216869115829468
172-184,"I've written  it down, Mr.Wilson. Please report at the reception by 2 p.m. tomorrow. Otherwise we do not  guarantee the booking.","Aš užrašiau, ponas  Vilsonai. Prašau rytoj kreiptis į  registratūrą iki 14 val. Kitaip mes negarantuojame Jums kambario.","Aš tai užrašiau, pone Vilsonai, prašome iki rytojaus 14 val. pranešti registratūroje, kitaip mes negarantuojame užsakymo.",23.217024112151968,51.113854292960305,0.8523450493812561
172-184,Thank  you; good-bye.,"Ačiū, viso gero.","Ačiū, viso gero.",23.217024112151968,51.113854292960305,1.3259685039520264
185-191,A telegram; reading a message.,Telegramos  perskaitymas,"Telegrama, skaitanti žinutę.",23.217024112151968,51.113854292960305,-0.9765724539756775
185-191,Here  is a telegram for you.,Čia yra telegrama Jums.,Štai jums ir telegrama.,23.217024112151968,51.113854292960305,1.0604274272918701
185-191,For  me? How strange. Who sent it?,Man?  Keista. Nuo ko?,"Kaip keista, kas man atsiuntė?",23.217024112151968,51.113854292960305,0.5013498067855835
